,Latitude,Longitude,Residual
2320,34.489740000000005,-120.04692,5.218498
1296,38.494475,-121.21113100000001,13.789185
32,36.710833,-119.7775,15.028023
116,36.705474,-119.741332,11.282524
2253,33.217055,-117.39617700000001,20.924469
1155,33.85275,-116.54101000000001,4.730301
1548,38.613779,-121.36801399999999,12.639305
1240,38.613779,-121.36801399999999,10.481556
944,33.996359999999996,-117.4924,7.7891884
397,32.79222,-115.56306000000001,7.5772667
1906,34.510961,-117.32553999999999,21.87664
1009,33.996359999999996,-117.4924,20.685394
1620,35.77417,-117.3714,0.25727463
2024,32.710177,-117.142665,15.595753
1876,34.10374,-117.62913999999999,14.646172
1465,38.613779,-121.36801399999999,14.316437
2980,37.348496999999995,-121.894898,3.924343
1160,33.996359999999996,-117.4924,5.710312
960,33.708529999999996,-116.21537,4.5983887
2710,37.079378999999996,-121.600031,17.991512
501,33.901389,-118.205,24.597702
2824,37.348496999999995,-121.894898,8.988182
1940,34.510961,-117.32553999999999,14.596092
528,33.859662,-118.20070700000001,11.565208
2961,36.999571,-121.574684,19.368477
511,33.859662,-118.20070700000001,10.973152
126,36.597442,-119.50365900000001,12.185238
2899,37.079378999999996,-121.600031,8.311314
1885,34.89398,-117.024804,40.2183
139,36.985119,-119.65833899999998,13.556305
331,36.785379999999996,-119.77321,42.26745
1286,38.613779,-121.36801399999999,3.5676804
2303,33.362593,-117.09023,2.261963
717,34.38344,-118.5284,4.2709503
63,36.985119,-119.65833899999998,6.7128296
1416,38.613779,-121.36801399999999,3.668457
2463,34.427775,-119.69121799999999,5.6521416
2288,33.362593,-117.09023,2.1328812
297,36.710833,-119.7775,35.751694
657,34.1326,-118.1272,0.5985184
1745,34.05977,-117.14731,3.3954391
2945,36.999571,-121.574684,10.019978
664,34.38344,-118.5284,34.29669
2194,33.362593,-117.09023,26.93929
825,34.181977,-118.36303600000001,12.565079
593,34.067029999999995,-117.7514,6.5462112
424,32.97833,-115.53917,10.916954
692,34.38344,-118.5284,14.3372345
2186,32.842318,-116.768293,5.831032
1970,32.789565,-116.944308,18.746254
376,33.213611,-115.54528,9.852177
2069,32.789565,-116.944308,10.878372
2596,34.489740000000005,-120.04692,0.1507721
142,36.597442,-119.50365900000001,12.786736
390,32.97833,-115.53917,22.005127
41,36.72639,-119.73299999999999,26.031048
2619,34.942871999999994,-120.43561100000001,2.3481407
1367,38.613779,-121.36801399999999,13.464478
2300,33.362593,-117.09023,35.23085
2108,33.362593,-117.09023,7.092064
902,33.996359999999996,-117.4924,10.423119
1371,38.613779,-121.36801399999999,30.02678
2597,34.54166,-119.79146000000001,5.4485397
410,32.67618,-115.48307,8.086517
1984,32.789565,-116.944308,29.717918
202,36.597442,-119.50365900000001,11.255951
805,33.901389,-118.205,27.292068
2257,32.845709,-117.12396399999999,9.093269
1161,33.996359999999996,-117.4924,9.598946
1848,34.05977,-117.14731,3.9365997
869,33.996359999999996,-117.4924,9.584728
1992,33.362593,-117.09023,20.715748
2897,36.999571,-121.574684,9.334972
2999,37.338135,-121.849783,13.401047
1456,38.302591,-121.42083799999999,36.021942
196,36.597442,-119.50365900000001,19.048729
1053,33.78942,-117.22764,4.2052307
1547,38.613779,-121.36801399999999,35.683105
1497,38.613779,-121.36801399999999,13.788864
3000,36.999571,-121.574684,6.970047
1591,34.030833,-117.61721999999999,23.510468
758,34.669739,-118.13051100000001,0.22193909
1067,33.78942,-117.22764,5.58976
2274,32.57816,-116.92135,5.3664703
2177,32.842318,-116.768293,23.296104
336,36.710833,-119.7775,32.0803
1649,34.06812,-117.52578999999999,15.579643
1426,38.71209,-121.38108999999999,7.2865143
678,34.38344,-118.5284,10.084995
1149,33.996359999999996,-117.4924,11.174774
2120,33.362593,-117.09023,7.1652184
252,36.985119,-119.65833899999998,8.339306
319,36.710833,-119.7775,6.2165565
2482,34.489740000000005,-120.04692,2.0222702
1108,33.944713,-116.830074,10.60051
1808,34.05977,-117.14731,4.0659637
1023,33.996359999999996,-117.4924,7.00095
1230,38.613779,-121.36801399999999,2.5526276
57,36.985119,-119.65833899999998,13.602913
2739,36.999571,-121.574684,3.7765846
2465,34.942871999999994,-120.43561100000001,2.604023
1666,35.1019,-115.7767,7.904293
1576,38.56844,-121.49311000000002,26.65218
2107,32.842318,-116.768293,8.122368
2019,33.362593,-117.09023,8.398994
2041,32.710177,-117.142665,15.711117
1358,38.302591,-121.42083799999999,8.508785
2144,32.842318,-116.768293,16.335388
2646,34.427775,-119.69121799999999,7.7412148
2629,34.942871999999994,-120.43561100000001,9.59267
2057,32.710177,-117.142665,19.097008
0,36.710833,-119.7775,69.33418
2610,34.54166,-119.79146000000001,2.6708336
506,33.859662,-118.20070700000001,14.213032
1758,34.05977,-117.14731,3.0718536
1293,38.613779,-121.36801399999999,5.926235
632,34.067029999999995,-117.7514,9.702862
711,34.38344,-118.5284,37.52762
2944,36.999571,-121.574684,4.454548
653,34.38344,-118.5284,13.6353
952,33.708529999999996,-116.21537,0.293396
2583,34.54166,-119.79146000000001,9.824894
757,34.14435,-117.85036000000001,1.3621826
2270,33.362593,-117.09023,13.155983
1080,33.78942,-117.22764,12.853683
2478,34.489740000000005,-120.04692,1.9973106
1528,38.613779,-121.36801399999999,9.798874
830,33.901389,-118.205,3.3785782
1336,38.302591,-121.42083799999999,4.67181
882,33.996359999999996,-117.4924,12.430412
253,36.985119,-119.65833899999998,1.3454819
2297,33.362593,-117.09023,34.13208
2386,34.489740000000005,-120.04692,4.940426
1989,32.57816,-116.92135,15.99791
2701,37.338135,-121.849783,33.123577
809,34.19925,-118.53276000000001,6.612877
2748,37.348496999999995,-121.894898,22.515076
1982,33.362593,-117.09023,18.831635
1113,33.996359999999996,-117.4924,8.553284
2209,33.362593,-117.09023,63.69896
1623,34.030833,-117.61721999999999,2.2874832
1010,33.92086,-116.85841,3.7463531
2968,37.226862,-121.979675,14.467369
489,32.67618,-115.48307,5.1889954
2387,34.489740000000005,-120.04692,9.495037
2256,33.362593,-117.09023,11.402809
1319,38.71209,-121.38108999999999,5.984062
8,36.785379999999996,-119.77321,7.562603
2147,32.842318,-116.768293,7.875965
1729,35.1019,-115.7767,9.465874
327,36.710833,-119.7775,4.5737534
2671,34.427775,-119.69121799999999,1.6128235
484,32.67618,-115.48307,8.886047
874,33.996359999999996,-117.4924,15.716671
2997,36.999571,-121.574684,18.460075
536,33.901389,-118.205,4.3217316
2183,32.842318,-116.768293,22.104828
231,36.597442,-119.50365900000001,30.85051
2254,32.842318,-116.768293,25.686172
1751,34.05977,-117.14731,9.660721
2417,34.427775,-119.69121799999999,1.1386681
1439,38.613779,-121.36801399999999,7.85952
272,36.710833,-119.7775,17.154625
1629,34.030833,-117.61721999999999,7.5528717
2267,33.362593,-117.09023,4.4494476
1661,35.1019,-115.7767,3.8004456
2563,34.427775,-119.69121799999999,3.5247536
3012,37.348496999999995,-121.894898,8.963589
1997,32.57816,-116.92135,8.960342
2923,36.999571,-121.574684,63.138817
1828,34.05977,-117.14731,4.5423737
1966,33.362593,-117.09023,9.822044
535,33.859662,-118.20070700000001,4.218399
2543,34.54166,-119.79146000000001,1.4419136
2356,34.489740000000005,-120.04692,0.5979805
2059,32.842318,-116.768293,9.420219
531,33.8025,-118.22,4.4945984
2558,34.44551,-119.8284,11.3540535
2985,37.348496999999995,-121.894898,20.712357
639,34.1326,-118.1272,1.8031769
1138,33.996359999999996,-117.4924,4.0836945
1767,34.05977,-117.14731,15.106941
2044,32.57816,-116.92135,1.85038
475,32.67618,-115.48307,1.7609367
366,32.67618,-115.48307,7.5795975
1429,38.71209,-121.38108999999999,4.6451645
845,33.792359999999995,-118.17533,9.579418
2458,34.489740000000005,-120.04692,2.1270828
1563,38.613779,-121.36801399999999,14.688011
2585,34.54166,-119.79146000000001,11.921631
926,33.708529999999996,-116.21537,14.311253
2837,37.079378999999996,-121.600031,11.860992
1470,38.56844,-121.49311000000002,18.7397
2142,32.57816,-116.92135,22.325787
846,33.859662,-118.20070700000001,4.112339
1973,33.362593,-117.09023,1.4196663
428,32.67618,-115.48307,7.471672
521,33.901389,-118.205,8.417076
2268,33.362593,-117.09023,3.9334106
2237,33.362593,-117.09023,27.488705
1388,38.71209,-121.38108999999999,8.053402
2491,34.403052,-119.45791399999999,3.580492
2207,32.57816,-116.92135,22.850151
1340,38.302591,-121.42083799999999,15.137135
2949,37.338135,-121.849783,2.8326912
964,33.708529999999996,-116.21537,6.1185646
107,36.597442,-119.50365900000001,10.301373
1209,33.583018,-117.072202,5.496063
2223,33.362593,-117.09023,9.973541
953,33.708529999999996,-116.21537,11.589493
2360,34.489740000000005,-120.04692,4.831093
1593,34.030833,-117.61721999999999,22.403511
1525,38.56844,-121.49311000000002,0.38917542
1560,38.613779,-121.36801399999999,22.465172
377,33.213611,-115.54528,11.776817
401,32.67618,-115.48307,19.587204
760,34.14435,-117.85036000000001,22.002068
789,34.38344,-118.5284,24.78482
972,33.61235,-114.60208999999999,3.4850273
751,34.14435,-117.85036000000001,88.31798
1911,34.030833,-117.61721999999999,2.3523636
1247,38.593322,-121.503795,22.108711
1993,33.362593,-117.09023,5.7163277
1675,34.05977,-117.14731,5.398472
1501,38.56844,-121.49311000000002,41.675552
11,36.785379999999996,-119.77321,10.925713
750,34.1365,-117.92391,30.778214
361,32.67618,-115.48307,25.659637
887,33.996359999999996,-117.4924,3.5227203
945,33.708529999999996,-116.21537,10.015484
1921,34.030833,-117.61721999999999,20.246216
31,36.710833,-119.7775,9.063164
340,36.710833,-119.7775,39.553688
367,32.67618,-115.48307,0.868515
3037,37.348496999999995,-121.894898,6.7375946
2761,37.079378999999996,-121.600031,21.59325
582,34.1326,-118.1272,9.066784
2038,32.842318,-116.768293,12.256985
1363,38.613779,-121.36801399999999,7.5112343
1627,34.05977,-117.14731,8.267681
2145,32.842318,-116.768293,11.755646
2551,34.942871999999994,-120.43561100000001,60.50972
1443,38.494475,-121.21113100000001,0.6717949
1953,32.789565,-116.944308,8.994133
2049,33.362593,-117.09023,0.13492203
2742,37.338135,-121.849783,24.09896
2569,34.942871999999994,-120.43561100000001,14.554356
1849,35.1019,-115.7767,12.75872
1853,34.05977,-117.14731,3.6065826
145,36.597442,-119.50365900000001,14.993683
682,34.14435,-117.85036000000001,21.219032
698,34.067029999999995,-117.7514,18.899796
370,32.67618,-115.48307,1.5938568
2993,37.348496999999995,-121.894898,11.217129
2577,34.942871999999994,-120.43561100000001,82.301605
1553,38.613779,-121.36801399999999,25.0345
1917,34.030833,-117.61721999999999,4.268547
20,36.785379999999996,-119.77321,10.25502
2663,34.427775,-119.69121799999999,16.123295
1060,33.78942,-117.22764,1.9196472
2600,34.427775,-119.69121799999999,19.558064
1354,38.302591,-121.42083799999999,24.411385
949,33.56125,-116.153383,12.925468
2277,33.362593,-117.09023,6.0968323
1229,38.613779,-121.36801399999999,23.362572
2686,37.338135,-121.849783,11.286892
686,34.14435,-117.85036000000001,13.771835
1683,35.1019,-115.7767,3.9858475
1064,33.996359999999996,-117.4924,6.377762
341,36.710833,-119.7775,27.157051
1737,34.06957,-116.38893,11.849258
1045,33.92086,-116.85841,4.0547028
810,34.010290000000005,-118.0685,2.123787
270,36.985119,-119.65833899999998,32.674484
2058,32.789565,-116.944308,23.039207
1971,32.789565,-116.944308,17.177094
229,36.597442,-119.50365900000001,14.125168
39,36.710833,-119.7775,9.148735
395,32.67618,-115.48307,14.947281
852,33.901389,-118.205,16.67591
14,36.710833,-119.7775,5.4181786
649,34.1326,-118.1272,7.8677177
1241,38.494475,-121.21113100000001,9.341137
998,33.708529999999996,-116.21537,9.556587
516,33.792359999999995,-118.17533,13.979729
2413,34.403052,-119.45791399999999,1.0318947
2298,33.362593,-117.09023,28.839256
1913,34.030833,-117.61721999999999,10.340103
1394,38.302591,-121.42083799999999,5.2679253
2882,37.226862,-121.979675,11.676693
2933,37.348496999999995,-121.894898,19.31366
3032,37.338135,-121.849783,6.0631104
2857,37.226862,-121.979675,9.43063
1044,33.56125,-116.153383,3.628868
2418,34.489740000000005,-120.04692,3.6007614
1667,35.1019,-115.7767,9.190819
826,34.181977,-118.36303600000001,2.0991898
2471,34.489740000000005,-120.04692,0.579525
525,33.859662,-118.20070700000001,9.556038
1851,34.05977,-117.14731,17.818619
1099,33.944713,-116.830074,1.4840393
2156,32.842318,-116.768293,3.7780762
1618,34.030833,-117.61721999999999,14.322235
2078,32.789565,-116.944308,8.576248
285,36.985119,-119.65833899999998,36.449677
2530,34.489740000000005,-120.04692,2.527958
919,33.996359999999996,-117.4924,21.332115
1555,38.613779,-121.36801399999999,38.085167
450,32.67618,-115.48307,26.543373
353,36.785379999999996,-119.77321,5.069729
1199,33.996359999999996,-117.4924,42.37033
1449,38.71209,-121.38108999999999,5.2939186
2869,37.338135,-121.849783,16.507309
1307,38.613779,-121.36801399999999,5.925171
1275,38.56844,-121.49311000000002,0.9720001
2808,37.079378999999996,-121.600031,8.948048
207,36.985119,-119.65833899999998,5.164219
2157,33.362593,-117.09023,6.5655556
1954,33.362593,-117.09023,7.2868423
276,36.597442,-119.50365900000001,22.469208
48,36.710833,-119.7775,16.828766
815,33.859662,-118.20070700000001,2.9783173
1641,34.030833,-117.61721999999999,1.6363602
1587,34.106678,-117.27406299999998,19.639984
913,33.996359999999996,-117.4924,12.437187
685,34.38344,-118.5284,5.163742
1455,38.613779,-121.36801399999999,1.4649811
2998,37.348496999999995,-121.894898,14.857052
817,33.901389,-118.205,9.728836
2947,37.338135,-121.849783,6.4533043
939,33.56125,-116.153383,6.5010796
2865,36.999571,-121.574684,1.6725922
2754,37.079378999999996,-121.600031,30.771759
1225,33.996359999999996,-117.4924,3.1381874
1003,33.572019,-116.063823,75.2836
1558,38.613779,-121.36801399999999,9.683868
2438,34.403052,-119.45791399999999,0.10797119
1923,34.030833,-117.61721999999999,8.968491
836,33.859662,-118.20070700000001,3.3297195
1381,38.613779,-121.36801399999999,20.10978
642,34.14435,-117.85036000000001,1.3323822
443,32.67618,-115.48307,3.2185364
897,33.56125,-116.153383,8.832092
449,32.67618,-115.48307,19.291466
1451,38.71209,-121.38108999999999,12.777397
1433,38.613779,-121.36801399999999,11.014492
780,34.14435,-117.85036000000001,6.1390305
1228,38.613779,-121.36801399999999,21.689243
153,36.819449,-119.71643300000001,7.7152634
2875,37.079378999999996,-121.600031,9.570599
2853,37.079378999999996,-121.600031,14.639248
1432,38.71209,-121.38108999999999,9.18605
108,36.819449,-119.71643300000001,17.003052
2016,32.57816,-116.92135,10.154022
1171,33.56125,-116.153383,98.274086
638,34.067029999999995,-117.7514,8.470676
840,33.859662,-118.20070700000001,7.1039505
2088,32.57816,-116.92135,10.06345
35,36.72639,-119.73299999999999,10.355515
1284,38.56844,-121.49311000000002,18.746315
2286,33.362593,-117.09023,4.386841
1603,34.06957,-116.38893,19.119183
865,33.996359999999996,-117.4924,3.219677
1029,33.708529999999996,-116.21537,7.920166
