,Latitude,Longitude,Residual
0,36.710833,-119.7775,69.33417892456055
1,36.785379999999996,-119.77321,45.014644622802734
2,36.785379999999996,-119.77321,23.155616760253906
3,36.72639,-119.73299999999999,16.549083709716797
4,36.785379999999996,-119.77321,20.096294403076172
5,36.785379999999996,-119.77321,16.54682159423828
6,36.819449,-119.71643300000001,17.756622314453125
7,36.785379999999996,-119.77321,18.703041076660156
8,36.785379999999996,-119.77321,7.562602996826172
9,36.785379999999996,-119.77321,0.8438453674316406
10,36.785379999999996,-119.77321,5.450046539306641
11,36.785379999999996,-119.77321,10.925712585449219
12,36.785379999999996,-119.77321,0.902069091796875
13,36.710833,-119.7775,0.10666656494140625
14,36.710833,-119.7775,5.418178558349609
15,36.72639,-119.73299999999999,6.324867248535156
16,36.785379999999996,-119.77321,2.4177589416503906
17,36.710833,-119.7775,1.0684089660644531
18,36.785379999999996,-119.77321,5.821598052978516
19,36.710833,-119.7775,4.293437957763672
20,36.785379999999996,-119.77321,10.255020141601562
21,36.710833,-119.7775,21.8836669921875
22,36.710833,-119.7775,14.013717651367188
23,36.634225,-120.38233100000001,13.474994659423828
24,36.710833,-119.7775,7.063114166259766
25,36.785379999999996,-119.77321,6.497467041015625
26,36.710833,-119.7775,13.723899841308594
27,36.710833,-119.7775,10.639106750488281
28,36.785379999999996,-119.77321,4.3890380859375
29,36.819449,-119.71643300000001,3.8411293029785156
30,36.785379999999996,-119.77321,8.926063537597656
31,36.710833,-119.7775,9.063163757324219
32,36.710833,-119.7775,15.028022766113281
33,36.710833,-119.7775,12.519218444824219
34,36.710833,-119.7775,12.146980285644531
35,36.72639,-119.73299999999999,10.355514526367188
36,36.710833,-119.7775,2.829578399658203
37,36.785379999999996,-119.77321,7.919086456298828
38,36.72639,-119.73299999999999,1.1670379638671875
39,36.710833,-119.7775,9.148735046386719
40,36.710833,-119.7775,8.242347717285156
41,36.72639,-119.73299999999999,26.031047821044922
42,36.710833,-119.7775,12.21844482421875
43,36.785379999999996,-119.77321,3.2545394897460938
44,36.72639,-119.73299999999999,1.5890464782714844
45,36.710833,-119.7775,8.122383117675781
46,36.710833,-119.7775,18.349945068359375
47,36.785379999999996,-119.77321,19.10089111328125
48,36.710833,-119.7775,16.828765869140625
49,36.710833,-119.7775,21.7379150390625
50,36.597442,-119.50365900000001,4.948993682861328
51,36.710833,-119.7775,3.315906524658203
52,36.710833,-119.7775,6.419883728027344
53,36.710833,-119.7775,9.126815795898438
54,36.710833,-119.7775,10.752944946289062
55,36.819449,-119.71643300000001,10.294181823730469
56,36.985119,-119.65833899999998,10.539966583251953
57,36.985119,-119.65833899999998,13.602912902832031
58,36.985119,-119.65833899999998,11.55706787109375
59,36.72639,-119.73299999999999,6.269615173339844
60,36.597442,-119.50365900000001,15.698017120361328
61,36.710833,-119.7775,8.950691223144531
62,36.985119,-119.65833899999998,13.384357452392578
63,36.985119,-119.65833899999998,6.71282958984375
64,36.985119,-119.65833899999998,6.364616394042969
65,36.985119,-119.65833899999998,7.801280975341797
66,36.985119,-119.65833899999998,8.499664306640625
67,36.985119,-119.65833899999998,5.804599761962891
68,36.985119,-119.65833899999998,7.885227203369141
69,36.985119,-119.65833899999998,10.00704574584961
70,36.985119,-119.65833899999998,6.53948974609375
71,36.819449,-119.71643300000001,9.092208862304688
72,36.985119,-119.65833899999998,2.8728256225585938
73,36.985119,-119.65833899999998,5.161338806152344
74,36.985119,-119.65833899999998,2.8414306640625
75,36.985119,-119.65833899999998,1.6520347595214844
76,36.985119,-119.65833899999998,8.806697845458984
77,36.705474,-119.741332,4.812549591064453
78,36.985119,-119.65833899999998,7.3848114013671875
79,36.597442,-119.50365900000001,13.777236938476562
80,36.597442,-119.50365900000001,3.4943771362304688
81,36.819449,-119.71643300000001,4.000328063964844
82,36.819449,-119.71643300000001,3.7033424377441406
83,36.597442,-119.50365900000001,8.805782318115234
84,36.597442,-119.50365900000001,4.477466583251953
85,36.634225,-120.38233100000001,10.457569122314453
86,36.985119,-119.65833899999998,5.347927093505859
87,36.597442,-119.50365900000001,5.9598388671875
88,36.985119,-119.65833899999998,7.237773895263672
89,36.985119,-119.65833899999998,9.09762954711914
90,36.597442,-119.50365900000001,13.432147979736328
91,36.785379999999996,-119.77321,7.844535827636719
92,36.785379999999996,-119.77321,3.3692283630371094
93,36.710833,-119.7775,9.14846420288086
94,36.710833,-119.7775,16.519073486328125
95,36.819449,-119.71643300000001,14.87548828125
96,36.985119,-119.65833899999998,10.407516479492188
97,36.985119,-119.65833899999998,5.777004241943359
98,36.72639,-119.73299999999999,2.86138916015625
99,36.597442,-119.50365900000001,7.820865631103516
100,36.597442,-119.50365900000001,2.237752914428711
101,36.634225,-120.38233100000001,5.963008880615234
102,36.710833,-119.7775,8.73773193359375
103,36.819449,-119.71643300000001,11.33010482788086
104,36.597442,-119.50365900000001,10.671394348144531
105,36.597442,-119.50365900000001,15.969978332519531
106,36.597442,-119.50365900000001,10.219905853271484
107,36.597442,-119.50365900000001,10.301372528076172
108,36.819449,-119.71643300000001,17.0030517578125
109,36.597442,-119.50365900000001,6.5667572021484375
110,36.985119,-119.65833899999998,8.431354522705078
111,36.597442,-119.50365900000001,8.354667663574219
112,36.597442,-119.50365900000001,3.84783935546875
113,36.705474,-119.741332,9.065143585205078
114,36.597442,-119.50365900000001,10.166641235351562
